timestamp,arming_state,nav_state,x,y,z,vx,vy,vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,stage,trajectory_type,controller_mode,ff_gain,position_error_xy,position_error_3d
1782795780136502,-1,-1,nan,nan,nan,nan,nan,nan,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,nan,nan
1782795780186507,1,4,-0.015379589,-0.007982494,0.002151519,-0.015708271,0.0026013851,0.0057213865,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.017327781023931767,2.00222654382877
1782795780236453,1,4,-0.016444197,-0.008046039,0.0022579879,-0.016026465,0.0024815998,0.0057943068,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.018307111735780122,2.002341806780661
1782795780286422,1,4,-0.017595192,-0.008251687,0.0023424774,-0.0164806,0.0023111172,0.00581105,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.019434020053318735,2.002436822282762
1782795780336480,1,4,-0.018784331,-0.0085564265,0.0024681836,-0.016813485,0.002119955,0.006018589,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.020641306107101156,2.0025745748475705
1782795780386449,1,4,-0.02010343,-0.009055271,0.0025553554,-0.017232392,0.001808678,0.006009422,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.022048715240388237,2.002676841366281
1782795780436558,1,4,-0.020976214,-0.009660644,0.002606839,-0.017424203,0.001372554,0.006131466,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.02309393024091948,2.002739936846188
1782795780487298,1,4,-0.02162762,-0.010339032,0.0026780516,-0.017386906,0.0009845016,0.006356238,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.02397184899903967,2.002821600874426
1782795780536456,1,4,-0.02212003,-0.0110383695,0.002777651,-0.017298514,0.00058813626,0.0063004787,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.02472127270274073,2.0029301636396313
1782795780586594,1,4,-0.022428371,-0.011815694,0.003073901,-0.017053248,0.00021069797,0.006309464,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.025350393231954583,2.0032343937227735
1782795780636442,1,4,-0.022642279,-0.012430202,0.0034078956,-0.01680034,-5.1647276e-06,0.0064952094,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.025829880538790453,2.003574395912174
1782795780686546,1,4,-0.022846185,-0.012937845,0.003639534,-0.016484141,-0.00023582371,0.006603094,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.026255208670190423,2.003811542139413
1782795780736615,1,4,-0.023024147,-0.0133306375,0.0036515445,-0.016201,-0.00027763212,0.006623043,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.02660483534813237,2.003828199625228
1782795780786509,1,4,-0.023089815,-0.0135311745,0.0035612881,-0.015590497,-0.00024146902,0.006527463,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.026762515371768998,2.003740032359251
1782795780836510,1,4,-0.022858007,-0.013376874,0.0034755617,-0.015058014,4.5089902e-05,0.0065080216,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.026484509890769836,2.003650671293088
1782795780886415,1,4,-0.022383245,-0.012954266,0.0034004897,-0.014245055,0.00049182633,0.0062959637,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.025861606123494377,2.003567494096383
1782795780936563,1,4,-0.021721924,-0.012308475,0.0032895505,-0.013353194,0.0011805231,0.0062039774,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.024966788816849862,2.0034450424116623
1782795780986490,1,4,-0.02079471,-0.011381383,0.00311549,-0.012214737,0.0019990944,0.005888803,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.023705607998349126,2.003255697619544
1782795781036438,1,4,-0.019870745,-0.010538134,0.0029195398,-0.011098488,0.0027303463,0.005671143,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.02249219393713509,2.003045743186634
1782795781086447,1,4,-0.018973932,-0.009720657,0.0027858615,-0.010135012,0.0033061984,0.0054431953,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.021319034895982556,2.002899333364886
1782795781136435,1,4,-0.01816555,-0.009005378,0.0026323348,-0.009198468,0.0037843606,0.0051981853,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.020275206758541685,2.0027350559460393
1782795781186618,1,4,-0.017330065,-0.008277809,0.0023833513,-0.008483042,0.004136551,0.005001416,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.019205553214296296,2.002475398718582
1782795781236466,1,4,-0.016773479,-0.007747238,0.0021303445,-0.007861717,0.0044066943,0.004737045,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.018476182094956578,2.00221558874012
1782795781286957,1,4,-0.016247502,-0.0072388765,0.0018461049,-0.0073515987,0.0045769513,0.004734819,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.017787148386540833,2.001925137952238
1782795781336460,1,4,-0.015772687,-0.006753853,0.0015772581,-0.0068844026,0.0047006155,0.0046521835,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.01715786034974962,2.0016508441758134
1782795781386566,1,4,-0.015164674,-0.006253322,0.0011623353,-0.006258459,0.004786786,0.0043332065,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.01640339518584078,2.001229504320077
1782795781436490,1,4,-0.014571364,-0.005954397,0.00057820976,-0.0057297978,0.004924929,0.004003208,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.015741013500592517,2.0006401706395653
1782795781486944,1,4,-0.013918671,-0.005683735,-0.00014832616,-0.005150267,0.004847472,0.0037593318,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.015034435287234338,1.9999082067405454
1782795781536487,1,4,-0.013055715,-0.005386888,-0.0009899139,-0.0044594137,0.004821824,0.0034799685,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.014123394123847029,1.9990599926623778
1782795781586494,1,4,-0.011932942,-0.004968154,-0.0020371377,-0.0033500385,0.004880219,0.003054163,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.01292585218171036,1.9980046332136625
1782795781636486,1,4,-0.010885328,-0.004599971,-0.0031585842,-0.0024772834,0.005082704,0.002575195,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.01181736446664797,1.9968764231979719
1782795781686477,1,4,-0.009964121,-0.0041898894,-0.0045309663,-0.0017720257,0.0050900644,0.0020128235,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.01080920335397245,1.9954983594061355
1782795781736476,1,4,-0.009137337,-0.0037597474,-0.006116152,-0.0010940203,0.005223336,0.0015052384,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.00988061895995105,1.993908307239077
1782795781787031,1,4,-0.0082577905,-0.0032685935,-0.008103207,-0.0004227429,0.0051446315,0.00079329667,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.008881148997386804,1.9919165333492461
1782795781836485,1,4,-0.0075374427,-0.0028695113,-0.009723276,0.00017778116,0.0051341983,0.0002838964,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.008065180334646954,1.9902930733033164
1782795781886545,1,4,-0.006799492,-0.002530257,-0.011326134,0.00079005316,0.0050375774,-0.0002498731,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.007255018677789113,1.988687170296188
1782795781936477,1,4,-0.0060394374,-0.0023159017,-0.012959063,0.0012076843,0.0048291124,-0.00052811444,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.006468245836169179,1.9870514729460544
1782795781986482,1,4,-0.005162516,-0.0021647902,-0.014817327,0.0016985112,0.004605065,-0.00093385356,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.00559802534616601,1.9851905168250328
1782795782036509,1,4,-0.00438185,-0.002171506,-0.016308919,0.0021742363,0.0043469565,-0.0012842689,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.004890403583751475,1.9836971296585515
1782795782086552,1,4,-0.0035669487,-0.0022074843,-0.017488807,0.002714724,0.0040293774,-0.0014765502,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,figure8,planar_ff,0.8,0.004194771794808708,1.9825156203781436
