timestamp,arming_state,nav_state,x,y,z,vx,vy,vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,stage,trajectory_type,controller_mode,position_error_xy,position_error_3d
1782750910333383,-1,-1,nan,nan,nan,nan,nan,nan,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,nan,nan
1782750910383357,1,4,-0.013073557,0.019889096,0.07998206,-0.012716039,-0.0021194136,0.00217293,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.0238011346547704,2.080118241617261
1782750910433331,1,4,-0.014524787,0.020311052,0.078987405,-0.013735044,-0.0018974451,0.0017737882,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.02497014697786681,2.0791373404331184
1782750910483367,1,4,-0.016064575,0.020823333,0.07813768,-0.014619879,-0.0013191027,0.0016439582,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.026299843175388995,2.0783040822817425
1782750910533340,1,4,-0.01789571,0.021471089,0.07740243,-0.015848063,-0.00069440063,0.0013526122,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.02795110086718969,2.0775902999551605
1782750910583387,1,4,-0.019342968,0.021980708,0.07693127,-0.016846953,-7.6752964e-05,0.0012690157,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.029279719734102903,2.077137647994427
1782750910633373,1,4,-0.020645047,0.022370702,0.07651512,-0.0175103,0.00047031062,0.0010072114,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.030441192397359287,2.076738282076591
1782750910683370,1,4,-0.021718705,0.022668017,0.07603124,-0.01799897,0.00080747396,0.0006544721,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03139332967544577,2.076268564378949
1782750910733338,1,4,-0.022706825,0.02291879,0.075416476,-0.018320978,0.0013722477,0.00047858403,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03226252918539534,2.075667340617236
1782750910783381,1,4,-0.02335995,0.023052659,0.07475078,-0.01846077,0.001677521,0.00017577835,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03281938872232499,2.0750104467289856
1782750910833300,1,4,-0.023861777,0.023206336,0.073967725,-0.018352117,0.0019213711,-0.00019494466,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.033285410681411214,2.0742347271262607
1782750910883336,1,4,-0.024106748,0.02340354,0.073174536,-0.018146804,0.0023699924,-0.0004698188,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03359852648755505,2.073446643754565
1782750910933340,1,4,-0.024268834,0.023693858,0.072405934,-0.017778756,0.00280621,-0.00068884226,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.033917181959892934,2.072683452222079
1782750910983378,1,4,-0.02436408,0.024005288,0.071949616,-0.017562814,0.0031680157,-0.00081852905,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03420324875873257,2.0722319144510073
1782750911033338,1,4,-0.024402866,0.024431849,0.071736455,-0.017012889,0.0037310827,-0.00066222943,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.034531364483880875,2.072024116500957
1782750911083388,1,4,-0.024358312,0.024976397,0.071651444,-0.016583607,0.004271221,-0.0005083135,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.034887645393052905,2.0719452951051105
1782750911133351,1,4,-0.02424216,0.02581023,0.07160056,-0.016104288,0.0049707824,-0.00018837312,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03540974855056764,2.0719030640141307
1782750911183344,1,4,-0.024107052,0.026576195,0.071572185,-0.015788678,0.005423834,-0.00012534435,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03588097029071791,2.071883041343216
1782750911233250,1,4,-0.024002515,0.02731399,0.07148577,-0.015408388,0.0059367735,8.453747e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.036361721549462156,2.0718049050466107
1782750911283328,1,4,-0.023941875,0.027952848,0.071330085,-0.015083866,0.006447298,4.3104137e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.0368045519025868,2.071657024902265
1782750911333288,1,4,-0.023926662,0.0285041,0.071153745,-0.014713156,0.006804816,8.076738e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03721516988256406,2.071487956769603
1782750911383394,1,4,-0.023990532,0.02872999,0.070978254,-0.0146755595,0.006730553,1.7893271e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03742937413556024,2.0713163425316337
1782750911433292,1,4,-0.024106467,0.02863215,0.07080339,-0.014578209,0.006471653,3.2421805e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.037428888930869104,2.0711416059826693
1782750911483368,1,4,-0.024146989,0.02829831,0.07065879,-0.014359274,0.006003693,7.695069e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.037200420773613824,2.070992757492627
1782750911533332,1,4,-0.023923323,0.027706757,0.070490286,-0.013903626,0.0054781693,3.7623246e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03660586994355515,2.0708139639958545
1782750911583353,1,4,-0.023518639,0.027092697,0.070453316,-0.013393577,0.0048651653,-0.00012360308,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03587674247579761,2.070764226035374
1782750911633337,1,4,-0.022910755,0.026462795,0.070495486,-0.012598921,0.004304482,-0.00034320663,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03500260448770367,2.0707913978470205
1782750911683398,1,4,-0.022015553,0.025803706,0.07063152,-0.011693863,0.0036435477,-0.00041485668,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.033919253314215685,2.070909291747762
1782750911733318,1,4,-0.020710597,0.025007876,0.07094051,-0.010349733,0.0029820593,-0.00054815254,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03247033384299565,2.071195018455258
1782750911783328,1,4,-0.01944812,0.024409324,0.07114643,-0.009438645,0.0024655461,-0.00048843765,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.03120968498060952,2.071381605959492
1782750911833336,1,4,-0.018133922,0.023780096,0.07129614,-0.008195169,0.0018463399,-0.00050941674,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.029905385330509574,2.0715121266467946
1782750911883369,1,4,-0.01685122,0.02313146,0.07132122,-0.00721978,0.00136285,-0.0006703994,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.028618666358565917,2.071519032274195
1782750911933327,1,4,-0.0154333925,0.022365542,0.07116683,-0.0062914994,0.0007237884,-0.0008341499,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.027173646750729415,2.07134500344366
1782750911983380,1,4,-0.014302944,0.021729479,0.0710237,-0.005507472,0.00029045704,-0.00087094324,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.02601431227034034,2.071187075739408
1782750912033281,1,4,-0.013199302,0.021181883,0.07101047,-0.0047546304,9.993244e-05,-0.0010235244,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.024957840452003624,2.071160945140442
1782750912083466,1,4,-0.012135,0.020701718,0.07104452,-0.0038803364,-0.0003197008,-0.0011482374,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.023996236033889506,2.0711835072629503
1782750912133341,1,4,-0.010829142,0.02005881,0.071170315,-0.0029541038,-0.00064049393,-0.001121915,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.0227953107418439,2.0712958537650925
1782750912183465,1,4,-0.009650434,0.01935276,0.07138896,-0.0020336977,-0.0012093923,-0.0011674247,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.021625453190511387,2.0715018832570844
1782750912233348,1,4,-0.008423578,0.018548941,0.07173267,-0.0011469971,-0.0018696999,-0.0012720588,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.020372036363933546,2.0718328687431904
1782750912283333,1,4,-0.0072842063,0.017766524,0.07221481,-0.00042080024,-0.00234373,-0.0011539484,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01920179772009442,2.0723038219559324
1782750912333333,1,4,-0.0059470427,0.016914597,0.07298897,0.00053518964,-0.002911054,-0.0010821312,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01792960957487372,2.0730664632018074
1782750912383378,1,4,-0.004697605,0.016161453,0.07370895,0.001461749,-0.0032903736,-0.00078738783,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.0168303310705197,2.0737773188469544
1782750912433353,1,4,-0.003324114,0.015571168,0.07448183,0.0025875864,-0.0037600535,-0.00066009065,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015922028186300303,2.0745428661846677
1782750912483339,1,4,-0.0019602107,0.015111678,0.07530022,0.003573385,-0.004105269,-0.00068427395,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015238282729527475,2.075356151855256
1782750912533292,1,4,-0.0004243263,0.014664781,0.076158226,0.004588374,-0.004345641,-0.000524911,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014670919014962572,2.076210114924474
1782750912583344,1,4,0.00086635264,0.014327608,0.07675487,0.005465647,-0.0044066673,-0.00037196706,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014353777196217372,2.0768044083267823
1782750912633345,1,4,0.002060807,0.013977892,0.07730809,0.006354447,-0.00456975,-0.00016000755,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014128991373778365,2.0773562967151777
1782750912683372,1,4,0.0031567914,0.013596225,0.07778332,0.0071236813,-0.0048648627,-5.313929e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013957888677732237,2.077830243539057
1782750912733334,1,4,0.004261444,0.013076938,0.07830171,0.007867146,-0.0051498245,0.00014181806,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013753770772969054,2.07834721574631
1782750912783484,1,4,0.005208062,0.0126546,0.07870036,0.008495939,-0.005533104,0.00025109583,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013684400074960981,2.078745355010219
1782750912833322,1,4,0.006241811,0.012165002,0.078966334,0.009226451,-0.005984697,0.00043551813,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013672873341349777,2.079011312221854
1782750912883360,1,4,0.0072561996,0.011598066,0.07909584,0.009832329,-0.00645015,0.0003663129,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013680920205831832,2.0791408952582326
1782750912933351,1,4,0.008287723,0.010912562,0.079128936,0.0104407985,-0.0069920532,0.00013063462,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013702932593530566,2.0791741497794463
1782750912983339,1,4,0.009122886,0.010382958,0.07915273,0.010780877,-0.007393616,4.0250616e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013821463649024169,2.079198803650122
1782750913033340,1,4,0.00996217,0.00979117,0.079118624,0.011268612,-0.007832612,-8.553907e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013968244218630311,2.079165664193543
1782750913083373,1,4,0.010767109,0.009230029,0.07901694,0.011720218,-0.008253444,-0.00012423836,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014181821379476975,2.0790653252478504
1782750913133318,1,4,0.011708929,0.008669987,0.078929484,0.012291597,-0.008475776,-0.0002811419,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014569410097682759,2.078980463388456
1782750913183361,1,4,0.012486098,0.008385947,0.07885307,0.012818941,-0.008622978,-0.00040728296,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015040836620497822,2.0789075252926144
1782750913233360,1,4,0.013178404,0.008201711,0.07875033,0.013130889,-0.008774374,-0.0005213937,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01552219067317567,2.0788083207877577
1782750913283362,1,4,0.013742015,0.0080312295,0.078639135,0.01317931,-0.008719409,-0.0006065075,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01591677120010163,2.078699935888274
1782750913333340,1,4,0.0142133515,0.007766985,0.07854858,0.013290814,-0.008690794,-0.00070847437,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.016197080607215992,2.0786117327887994
1782750913383393,1,4,0.014419662,0.007533379,0.078506485,0.01323846,-0.008710893,-0.00081488973,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.016268941005908318,2.0785700959551083
1782750913433322,1,4,0.014532771,0.00729657,0.07860173,0.013192623,-0.008627141,-0.0007412348,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.016261653103261813,2.07866552680186
1782750913483401,1,4,0.014520936,0.007186056,0.078753725,0.012955408,-0.008393557,-0.00062629476,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.016201758047873712,2.078816807832312
1782750913533320,1,4,0.014315279,0.0072151697,0.07905567,0.012512797,-0.00817292,-0.0004791706,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.0160307795072599,2.079117616776908
1782750913583391,1,4,0.014007049,0.007321297,0.07948612,0.012099112,-0.007717356,-0.00020728208,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015805025058329248,2.07954622013781
1782750913633321,1,4,0.0136553105,0.007510628,0.080063075,0.011523484,-0.0072030094,6.222695e-05,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015584512778556,2.0801214509132193
1782750913683476,1,4,0.013246829,0.007868402,0.08083743,0.010918297,-0.006510186,0.0005496322,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01540747300358512,2.0808945177539764
1782750913733307,1,4,0.012707125,0.008428932,0.0817406,0.010297243,-0.0057190605,0.0011105285,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015248538388829665,2.081796486163392
1782750913783461,1,4,0.012163431,0.008975378,0.082481876,0.009647557,-0.0049281893,0.0013659537,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.015116430922545821,2.0825366467826854
1782750913833368,1,4,0.011570606,0.00950198,0.08308527,0.008941367,-0.004140822,0.0016938378,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014972192549597465,2.083139092609155
1782750913883452,1,4,0.010884154,0.009955233,0.08352758,0.008277154,-0.003571506,0.0019135565,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014750303782961844,2.0835797990604377
1782750913933343,1,4,0.010068741,0.01036835,0.0838784,0.0071165906,-0.0029223568,0.0019841916,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014452758285825444,2.083928658939191
1782750913983364,1,4,0.009468513,0.010560229,0.083985806,0.0064519644,-0.002542136,0.002127176,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.014183482532188619,2.084034140653161
1782750914033331,1,4,0.009024431,0.010608749,0.08392097,0.005850189,-0.0024339731,0.0019213378,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013927882869062859,2.0839675573726875
1782750914083375,1,4,0.008582168,0.010440079,0.08370663,0.0052750697,-0.0024016197,0.001987085,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.013514764472752173,2.0837504033006486
1782750914133307,1,4,0.00796211,0.010068903,0.08333552,0.0045554065,-0.002533548,0.0018530121,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.012836588367162532,2.083374963980212
1782750914183378,1,4,0.0073329196,0.009703936,0.08302009,0.0039106,-0.0026022282,0.0017142468,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.012162980228885085,2.083055655729862
1782750914233316,1,4,0.006660042,0.00939597,0.08278744,0.0032806075,-0.0027779292,0.001636157,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.011516962111088987,2.082819290321768
1782750914283373,1,4,0.005863927,0.009086758,0.082445726,0.0027643328,-0.0027314445,0.0017240624,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.01081456448407406,2.0824736792468372
1782750914333305,1,4,0.004818677,0.00880315,0.08190796,0.0017679578,-0.0026759515,0.0015577854,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.010035690964752984,2.0819321943412845
1782750914383395,1,4,0.003934904,0.008602702,0.081405416,0.001074282,-0.0025578055,0.0015322797,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.009459913146304955,2.081426879881377
1782750914433370,1,4,0.0031106935,0.008363657,0.080783054,0.00034854014,-0.0024536632,0.0012374993,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.00892340536784943,2.0808022828001227
1782750914483384,1,4,0.0023093582,0.007970553,0.08016108,-0.0001930698,-0.0026380927,0.0011336172,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.008298364280390862,2.0801776127909934
1782750914533323,1,4,0.0014044929,0.0074097593,0.079558656,-0.0007800807,-0.0029639232,0.0008734667,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.007541692914088543,2.079572245372679
1782750914583356,1,4,0.00063566206,0.0067810817,0.07913683,-0.0012974398,-0.0034676478,0.0009795284,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.006810810270113697,2.0791480048902273
1782750914633286,1,4,-8.437091e-05,0.0059732553,0.07875441,-0.001740696,-0.004067552,0.0008299995,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.005973851239135307,2.0787630177340866
1782750914683434,1,4,-0.00075935095,0.005028344,0.07837112,-0.0021576802,-0.0048236405,0.00072796847,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.005085357386707173,2.0783772709823136
1782750914733324,1,4,-0.0014605097,0.0039005044,0.078052804,-0.0026369533,-0.0057038767,0.0008181564,0.0,0.0,-2.0,0.0,0.0,0.0,warmup,circle,feedforward,0.004164975805280183,2.0780568506066017
