timestamp,arming_state,nav_state,x,y,z,vx,vy,vz,target_x,target_y,target_z,stage,trajectory_type
1782704557481503,2,14,0.99496704,-0.08169671,-2.003799,-0.0074651274,-0.1908433,0.0075681396,0.972371465702947,-0.27238722203837834,-2.0,figure8,figure8
1782704557531534,2,14,0.99425524,-0.09169729,-2.003581,-0.009192757,-0.18994784,0.007651353,0.9705069153862619,-0.28075594449704294,-2.0,figure8,figure8
1782704557581525,2,14,0.9936512,-0.100360274,-2.0035448,-0.010721198,-0.18928877,0.0074600424,0.9685839821729452,-0.28904873270321757,-2.0,figure8,figure8
1782704557631628,2,14,0.9930454,-0.10922645,-2.0036378,-0.012099027,-0.18894449,0.0070857047,0.9665967989418449,-0.2972886346134294,-2.0,figure8,figure8
1782704557681490,2,14,0.99248713,-0.11829918,-2.0038667,-0.013273084,-0.18877603,0.0068161543,0.9645597264715693,-0.3054158148944562,-2.0,figure8,figure8
1782704557731468,2,14,0.99211925,-0.12922081,-2.0043454,-0.014506162,-0.18889436,0.0065361997,0.9624585626814343,-0.3134866005730727,-2.0,figure8,figure8
1782704557781505,2,14,0.9918992,-0.13863981,-2.0047424,-0.0152562745,-0.1889723,0.0064478773,0.9602954567096503,-0.3214896451491051,-2.0,figure8,figure8
1782704557831515,2,14,0.99164027,-0.14812881,-2.0049796,-0.01604468,-0.18906046,0.0066302256,0.9580742923779484,-0.329408814892898,-2.0,figure8,figure8
1782704557881490,2,14,0.9913944,-0.15769696,-2.0050285,-0.017085742,-0.1889577,0.006820542,0.9557955633560798,-0.33724142419847986,-2.0,figure8,figure8
1782704557931587,2,14,0.99119455,-0.16889651,-2.0048227,-0.018204948,-0.18882506,0.0070323525,0.9534522320674348,-0.3450094684124771,-2.0,figure8,figure8
1782704557981862,2,14,0.99109286,-0.17834778,-2.004456,-0.01909133,-0.18855703,0.007336221,0.9510411578511049,-0.35271939665786134,-2.0,figure8,figure8
1782704558031818,2,14,0.99105114,-0.18762098,-2.0040848,-0.020100677,-0.18811135,0.007313338,0.9485866666033268,-0.3602931509260957,-2.0,figure8,figure8
1782704558081874,2,14,0.99107784,-0.19669761,-2.0037491,-0.021070916,-0.187344,0.0069747684,0.9460686430121129,-0.36779315785262073,-2.0,figure8,figure8
1782704558131512,2,14,0.9911296,-0.20693763,-2.0034308,-0.022181217,-0.18587963,0.006852043,0.9435139368723627,-0.3751405828515139,-2.0,figure8,figure8
1782704558181514,2,14,0.9910378,-0.21550502,-2.0033376,-0.023335773,-0.1845355,0.006647965,0.9408824370927859,-0.38244984046394964,-2.0,figure8,figure8
